FECHA_REGISTRO;EMPRESA_NOMBRE;EMPRESA_CUIT;EST_NOMBRE;EST_SECCIONAL;EST_DIRECCION;EST_COD_POS;CONVENIO;TIPO;CONCEPTO;CONCEPTO_ID;DETALLE;DETALLE_ID;TIPO_PAGO;NUMERO_ACTA;ACUERDO_NUMERO;IMPORTE;RECARGOS;TOTAL;CTA_BANCO;CODIGO_BARRA;FECHA_CALCULO
"11/03/2026 15:44:29";"TINGRET SAS";30718760034;"HATSU SUSHI";"CIUDAD DE BUENOS AIRES";"DIAZ CNEL AV 1879";1425;CAECSAL;"C. S. DE LUNCH";"Fondo Convenio";3;"Fondo Convenio F.E.H.G.R.A.";5;;;;80646.32;0.00;80646.32;3886917;029404134005130718760034026628132026020004032316000000500000000080646323;"11/03/2026 12:44"
"11/03/2026 15:44:31";"BETHOUART LORENA Y LOZANO FABIO S. CAP I SECC IV";30717807703;"HOTEL PUNTA CORRAL";;"Belgrano y Castañeda 0";1000;UTHGRA;HOTEL;"Seguro de Vida";2;"SEGURO DE VIDA Y SEPELIO";401;;;;203478.46;0.00;203478.46;44044/64;029404025401130717807703027191622026020010173923000000600000000203478464;"11/03/2026 12:44"
"11/03/2026 15:44:34";"MAFE DEL INTERIOR SRL";30717840379;"PERSA CAFE";"CIUDAD DE BUENOS AIRES";"PARANA 1033";1018;CAECSAL;"CAFE Y/O BAR";"Cuota Sindical";4;"Cuota Sindical CABA";458;;;;26852.78;0.00;26852.78;19026/48;029404147458130717840379025491042026020001342639000000200000000026852788;"11/03/2026 12:43"
"11/03/2026 15:45:34";"TINGRET SAS";30718760034;"HATSU SUSHI";"CIUDAD DE BUENOS AIRES";"DIAZ CNEL AV 1879";1425;CAECSAL;"C. S. DE LUNCH";"Cuota Sindical";4;"Cuota Sindical CABA";458;;;;100808;0.00;100808.00;19026/48;029404147458130718760034026628142026020004032316000000500000000100808000;"11/03/2026 12:45"
"11/03/2026 15:45:35";"arcis sas";30717512673;"ARCIS SAS";;"SALTA 392";4000;UTHGRA;ADMINISTRACION;"Fondo Convenio";3;"Fondo Convenio UHRCByA - Tucum?n";80;;;;79524.86;0.00;79524.86;48100696/10;029404109080130717512673027191732026020003976243000000600000000079524860;"11/03/2026 12:45"
"11/03/2026 15:45:50";"BETHOUART LORENA Y LOZANO FABIO S. CAP I SECC IV";30717807703;"HOTEL PUNTA CORRAL";;"Belgrano y Castañeda 0";1000;UTHGRA;HOTEL;"Fondo Convenio";3;"Fondo Convenio F.E.H.G.R.A.";5;;;;203478.46;0.00;203478.46;3886917;029404134005130717807703027191632026020010173923000000600000000203478469;"11/03/2026 12:45"
"11/03/2026 15:47:00";"MALECAI SRL";30715531514;"CAFE MARTINEZ";"CIUDAD DE BUENOS AIRES";"HIDALGO 872";1028;CAECSAL;"CAFE Y/O BAR";"Cuota Sindical";4;"Cuota Sindical CABA";458;;;;206205.74;0.00;206205.74;19026/48;029404147458130715531514022403242026020010310287000000700000000206205747;"11/03/2026 12:46"
"11/03/2026 15:48:38";"arcis sas";30717512673;"ARCIS SAS";;"SALTA 392";4000;UTHGRA;ADMINISTRACION;"Seguro de Vida";2;"SEGURO DE VIDA Y SEPELIO";401;;;;79524.86;0.00;79524.86;44044/64;029404025401130717512673027191722026020003976243000000600000000079524866;"11/03/2026 12:48"
"11/03/2026 15:49:17";"BETHOUART LORENA Y LOZANO FABIO S. CAP I SECC IV";30717807703;"HOTEL PUNTA CORRAL";;"Belgrano y Castañeda 0";1000;UTHGRA;HOTEL;"Cuota Sindical";4;"Cuota Sinidical Jujuy";405;;;;203478.46;0.00;203478.46;48800417/90;029404859405130717807703027191642026020010173923000000600000000203478463;"11/03/2026 12:49"
"11/03/2026 15:49:35";"MAFE DEL INTERIOR SRL";30717840379;"PERSA CAFE";"CIUDAD DE BUENOS AIRES";"PARANA 1033";1018;CAECSAL;"CAFE Y/O BAR";"Cuota Sindical";4;"Cuota Sindical CABA";458;;;;26852.78;0.00;26852.78;19026/48;029404147458130717840379025491042026020001342639000000200000000026852788;"11/03/2026 12:49"
"11/03/2026 15:51:10";"arcis sas";30717512673;"ARCIS SAS";;"SALTA 392";4000;UTHGRA;ADMINISTRACION;"Cuota Sindical";4;"Cuota Sindical Tucumán";285;;;;79524.86;0.00;79524.86;4810116752;029404535285130717512673027191742026020003976243000000600000000079524864;"11/03/2026 12:51"
"11/03/2026 15:52:52";"MAFE DEL INTERIOR SRL";30717840379;"PERSA CAFE";"CIUDAD DE BUENOS AIRES";"PARANA 1033";1018;CAECSAL;"CAFE Y/O BAR";"Seguro de Vida";2;"SEGURO DE VIDA Y SEPELIO";401;;;;26852.78;0.00;26852.78;44044/64;029404025401130717840379025491022026020001342639000000200000000026852785;"11/03/2026 12:52"
"11/03/2026 15:55:41";"MAFE DEL INTERIOR SRL";30717840379;"PERSA CAFE";"CIUDAD DE BUENOS AIRES";"PARANA 1033";1018;CAECSAL;"CAFE Y/O BAR";"Cuota Sindical";4;"Cuota Sindical CABA";458;;;;33565;0.00;33565.00;19026/48;029404147458130717840379025491042026020001342639000000200000000033565003;"11/03/2026 12:55"
"11/03/2026 15:57:36";"MAFE DEL INTERIOR SRL";30717840379;"PERSA CAFE";"CIUDAD DE BUENOS AIRES";"PARANA 1033";1018;CAECSAL;"CAFE Y/O BAR";"Fondo Convenio";3;"Fondo Convenio F.E.H.G.R.A.";5;;;;26852.78;0.00;26852.78;3886917;029404134005130717840379025491032026020001342639000000200000000026852780;"11/03/2026 12:57"
"11/03/2026 15:58:23";"Novobar srl";30624324303;"Novobar SRL";"CIUDAD DE BUENOS AIRES";"Juncal 895";1062;FEHGRA;"CAFE Y/O BAR";"Seguro de Vida";2;"SEGURO DE VIDA Y SEPELIO";401;;;;186661.72;661902.46;848564.18;44044/64;0294040254011306243243030271897220260100093330860000007661902460848564180;"11/03/2026 12:55"
"11/03/2026 16:00:58";"DEL PINO MARIA ROSARIO";27165797723;"DEL PINO MARIA ROSARIO";CORDOBA;"LOS MOLLES ESTE 86";5885;UTHGRA;"CAFE Y/O BAR";"Cuota Sindical";4;"Cuota Sindical Villa Dolores";325;;;;16107.36;0.00;16107.36;5580034378;029404577325127165797723027191142026020000805368000000300000000016107366;"11/03/2026 12:44"
"11/03/2026 16:01:04";"Novobar srl";30624324303;"Novobar SRL";"CIUDAD DE BUENOS AIRES";"Juncal 895";1062;FEHGRA;"CAFE Y/O BAR";"Seguro de Vida";2;"SEGURO DE VIDA Y SEPELIO";401;;;;186662;6619.03;193281.03;44044/64;029404025401130624324303027189722026010009333086000000706619030193281035;"11/03/2026 13:00"
"11/03/2026 16:02:25";"ALBORNOZ PAOLA ALEJANDRA";27318575296;WALDORF;TUCUMAN;"25 DE MAYO 657";4000;UHRCByA;"CAFE Y/O BAR";"Obra Social";1;"Obra Social-Actas, Acuerdos y No Remunerativo";421;Total;450886;82384;13920;0.00;13920.00;39765/36;029404167421327318575296027190410082384001001000045088600000000013920005;"11/03/2026 13:02"
"11/03/2026 16:04:03";"VALLASCIANI LEANDRO";23273322809;"VALLASCIANI LEANDRO";;"SAAVEDRA 448";8105;FEHGRA;"HELADERIA (GASTRONOMICOS)";"Cuota Sindical";4;"Cuota Sindical Bahía Blanca";290;;;;185631.68;0.00;185631.68;13000615/88;029404347290123273322809027192042026020009281584000001300000000185631686;"11/03/2026 13:04"
"11/03/2026 16:04:30";"RIOS AUGUSTO";20359126469;"PUNTO DE ENCUENTRO";SALTA;"Av Mitre (0) 1";4440;UTHGRA;RESTAURANTE;"Cuota Sindical";4;"Cuota Sindical Salta";520;;;;30221.42;0.00;30221.42;4530107545;029408527520120359126469027191942026020001511071000000200000000030221428;"11/03/2026 13:03"
"11/03/2026 16:06:20";"BEBA COCINA SRL";30718354400;"BEBA COCINA";"CIUDAD DE BUENOS AIRES";"CALVO CARLOS 455";1102;CAECSAL;"CAFE Y/O BAR";"Seguro de Vida";2;"SEGURO DE VIDA Y SEPELIO";401;;;;15949.56;0.00;15949.56;44044/64;029404025401130718354400026088022026020000797478000000100000000015949567;"11/03/2026 13:06"
"11/03/2026 16:06:36";"RIOS AUGUSTO";20359126469;"PUNTO DE ENCUENTRO";SALTA;"Av Mitre (0) 1";4440;UTHGRA;RESTAURANTE;"Seguro de Vida";2;"SEGURO DE VIDA Y SEPELIO";401;;;;30221.42;0.00;30221.42;44044/64;029404025401120359126469027191922026020001511071000000200000000030221426;"11/03/2026 13:06"
"11/03/2026 16:06:41";"CHOI NICOLAS AGUSTIN";20400075442;"CHOI S & CAFE";"CIUDAD DE BUENOS AIRES";"AVELLANEDA AV 3780";1406;CAECSAL;"CAFE Y/O BAR";"Cuota Sindical";4;"Cuota Sindical CABA";458;;;;3925.22;0.00;3925.22;19026/48;029404147458120400075442025067742026020000196261000000100000000003925220;"11/03/2026 13:06"
"11/03/2026 16:07:04";"VALLASCIANI LEANDRO";23273322809;"VALLASCIANI LEANDRO";;"SAAVEDRA 448";8105;FEHGRA;"HELADERIA (GASTRONOMICOS)";"Seguro de Vida";2;"SEGURO DE VIDA Y SEPELIO";401;;;;185631.68;0.00;185631.68;44044/64;029404025401123273322809027192022026020009281584000001300000000185631682;"11/03/2026 13:07"
"11/03/2026 16:07:54";"VALLASCIANI LEANDRO";23273322809;"VALLASCIANI LEANDRO";;"SAAVEDRA 448";8105;FEHGRA;"HELADERIA (GASTRONOMICOS)";"Fondo Convenio";3;"Fondo Convenio F.E.H.G.R.A.";5;;;;185631.68;0.00;185631.68;3886917;029404134005123273322809027192032026020009281584000001300000000185631687;"11/03/2026 13:07"
"11/03/2026 16:07:55";"RIOS AUGUSTO";20359126469;"PUNTO DE ENCUENTRO";SALTA;"Av Mitre (0) 1";4440;UTHGRA;RESTAURANTE;"Fondo Convenio";3;"Fondo Convenio F.E.H.G.R.A.";5;;;;30221.42;0.00;30221.42;3886917;029404134005120359126469027191932026020001511071000000200000000030221421;"11/03/2026 13:07"
"11/03/2026 16:08:02";"DEL PINO MARIA ROSARIO";27165797723;"DEL PINO MARIA ROSARIO";CORDOBA;"LOS MOLLES ESTE 86";5885;UTHGRA;"CAFE Y/O BAR";"Seguro de Vida";2;"SEGURO DE VIDA Y SEPELIO";401;;;;16107.36;0.00;16107.36;44044/64;029404025401127165797723027191122026020000805368000000300000000016107366;"11/03/2026 13:07"
"11/03/2026 16:08:20";"CHOI NICOLAS AGUSTIN";20400075442;"CHOI S & CAFE";"CIUDAD DE BUENOS AIRES";"AVELLANEDA AV 3780";1406;CAECSAL;"CAFE Y/O BAR";"Seguro de Vida";2;"SEGURO DE VIDA Y SEPELIO";401;;;;3925.22;0.00;3925.22;44044/64;029404025401120400075442025067722026020000196261000000100000000003925227;"11/03/2026 13:08"
"11/03/2026 16:10:19";"DEL PINO MARIA ROSARIO";27165797723;"DEL PINO MARIA ROSARIO";CORDOBA;"LOS MOLLES ESTE 86";5885;UTHGRA;"CAFE Y/O BAR";"Fondo Convenio";3;"Fondo Convenio F.E.H.G.R.A.";5;;;;16107.36;0.00;16107.36;3886917;029404134005127165797723027191132026020000805368000000300000000016107361;"11/03/2026 13:10"
"11/03/2026 16:10:47";"FEXSAP SRL";30716868954;TAMPER;"CIUDAD DE BUENOS AIRES";"PARAGUAY 1524";1061;CAECSAL;"CAFE Y/O BAR";"Cuota Sindical";4;"Cuota Sindical CABA";458;;;;15761;0.00;15761.00;19026/48;029404147458130716868954024010342026020000630425000000100000000015761003;"11/03/2026 13:10"
"11/03/2026 16:11:01";"Novobar srl";30624324303;"Novobar SRL";"CIUDAD DE BUENOS AIRES";"Juncal 895";1062;FEHGRA;"CAFE Y/O BAR";"Seguro de Vida";2;"SEGURO DE VIDA Y SEPELIO";401;;;;186662;6619.03;193281.03;44044/64;029404025401130624324303027189722026010009333086000000706619030193281035;"11/03/2026 13:10"
"11/03/2026 16:11:24";"BRINGAS AGUERREBERRY JIMENA";23330823194;"BRINGAS JIMENA -";;"LARROCHETTE  - AV  BUSTILLO KM 5.2 113";8400;UTHGRA;"ALOJAMIENTO TEMPORARIO";"Seguro de Vida";2;"SEGURO DE VIDA Y SEPELIO";401;;;;19434.44;0.00;19434.44;44044/64;029404025401123330823194027192222026020000971722000000100000000019434449;"11/03/2026 13:11"
"11/03/2026 16:12:26";"DEL PINO MARIA ROSARIO";27165797723;"DEL PINO MARIA ROSARIO";CORDOBA;"LOS MOLLES ESTE 86";5885;UTHGRA;"CAFE Y/O BAR";"Cuota Sindical";4;"Cuota Sindical Villa Dolores";325;;;;20135;0.00;20135.00;5580034378;029404577325127165797723027191142026020000805368000000300000000020135001;"11/03/2026 13:12"
"11/03/2026 16:12:42";"Lucas Carpintero";20378714983;"Lucas Carpintero";PINAMAR;"Quintana 178";7167;UTHGRA;ROTISERIA;"Cuota Sindical";4;"Cuota Sindical Villa Gesell";580;;;;84150.88;0.00;84150.88;55900095/17;029404076580120378714983027192342026020003366035000000200000000084150884;"11/03/2026 13:12"
"11/03/2026 16:13:30";"BRINGAS AGUERREBERRY JIMENA";23330823194;"BRINGAS JIMENA -";"SAN CARLOS DE BARILOCHE";"LARROCHETTE  - AV  BUSTILLO KM 5.2 113";8400;UTHGRA;"ALOJAMIENTO TEMPORARIO";"Fondo Convenio";3;"Fondo Convenio F.E.H.G.R.A.";5;;;;19434.42;0.00;19434.42;3886917;029404134005123330823194027192232026020000971721000000100000000019434429;"11/03/2026 13:13"
"11/03/2026 16:13:30";"Tapas pellegrini srl";30715669648;"Tapas pellegrini srl";"SAN NICOLAS";"Cajaraville 23";2900;FEHGRA;RESTAURANTE;"Seguro de Vida";2;"SEGURO DE VIDA Y SEPELIO";401;;;;153325;14800.46;168125.46;44044/64;029404025401130715669648027192122025120017666297000001914800460168125468;"11/03/2026 13:12"
"11/03/2026 16:15:14";"Lucas Carpintero";20378714983;"Lucas Carpintero";PINAMAR;"Quintana 178";7167;UTHGRA;ROTISERIA;"Seguro de Vida";2;"SEGURO DE VIDA Y SEPELIO";401;;;;67320.70;0.00;67320.70;44044/64;029404025401120378714983027192322026020003366035000000200000000067320704;"11/03/2026 13:15"
"11/03/2026 16:15:33";"FEXSAP SRL";30716868954;TAMPER;"CIUDAD DE BUENOS AIRES";"PARAGUAY 1524";1061;CAECSAL;"CAFE Y/O BAR";"Seguro de Vida";2;"SEGURO DE VIDA Y SEPELIO";401;;;;6305;0.00;6305.00;44044/64;029404025401130716868954024010322026020000630425000000100000000006305004;"11/03/2026 13:15"
"11/03/2026 16:15:38";"BEBA COCINA SRL";30718354400;"BEBA COCINA";"CIUDAD DE BUENOS AIRES";"CALVO CARLOS 455";1102;CAECSAL;"CAFE Y/O BAR";"Fondo Convenio";3;"Fondo Convenio F.E.H.G.R.A.";5;;;;15949.56;0.00;15949.56;3886917;029404134005130718354400026088032026020000797478000000100000000015949562;"11/03/2026 13:15"
"11/03/2026 16:16:26";"BRINGAS AGUERREBERRY JIMENA";23330823194;"BRINGAS JIMENA -";"SAN CARLOS DE BARILOCHE";"LARROCHETTE  - AV  BUSTILLO KM 5.2 113";8400;UTHGRA;"ALOJAMIENTO TEMPORARIO";"Cuota Sindical";4;"Cuota Sindical San Carlos de Bariloche";690;;;;24293.05;0.00;24293.05;46300060/27;029404135690123330823194027192242026020000971722000000100000000024293051;"11/03/2026 13:16"
"11/03/2026 16:16:54";"BEBA COCINA SRL";30718354400;"BEBA COCINA";"CIUDAD DE BUENOS AIRES";"CALVO CARLOS 455";1102;CAECSAL;"CAFE Y/O BAR";"Cuota Sindical";4;"Cuota Sindical CABA";458;;;;19936.95;0.00;19936.95;19026/48;029404147458130718354400026088042026020000797478000000100000000019936952;"11/03/2026 13:16"
"11/03/2026 16:17:02";"Lucas Carpintero";20378714983;"Lucas Carpintero";PINAMAR;"Quintana 178";7167;UTHGRA;ROTISERIA;"Fondo Convenio";3;"Fondo Convenio F.E.H.G.R.A.";5;;;;67320.70;0.00;67320.70;3886917;029404134005120378714983027192332026020003366035000000200000000067320709;"11/03/2026 13:17"
"11/03/2026 16:17:44";"SEON YOUNG PARK";27932992049;"SEON YOUNG PARK";"CIUDAD DE BUENOS AIRES";"VALLESE FELIPE 3106";1406;CAECSAL;"CAFE Y/O BAR";"Cuota Sindical";4;"Cuota Sindical CABA";458;;;;35226.30;0.00;35226.30;19026/48;029404147458127932992049027045142026020001409052000000200000000035226303;"11/03/2026 13:17"
"11/03/2026 16:18:02";"Novobar srl";30624324303;"Novobar SRL";"CIUDAD DE BUENOS AIRES";"Juncal 895";1062;FEHGRA;"CAFE Y/O BAR";"Seguro de Vida";2;"SEGURO DE VIDA Y SEPELIO";401;;;;186662;6619.03;193281.03;44044/64;029404025401130624324303027189722026010009333086000000706619030193281035;"11/03/2026 13:17"
"11/03/2026 16:19:13";"SEON YOUNG PARK";27932992049;"SEON YOUNG PARK";"CIUDAD DE BUENOS AIRES";"VALLESE FELIPE 3106";1406;CAECSAL;"CAFE Y/O BAR";"Seguro de Vida";2;"SEGURO DE VIDA Y SEPELIO";401;;;;28181.04;0.00;28181.04;44044/64;029404025401127932992049027045122026020001409052000000200000000028181048;"11/03/2026 13:19"
"11/03/2026 16:19:32";"FEXSAP SRL";30716868954;TAMPER;"CIUDAD DE BUENOS AIRES";"PARAGUAY 1524";1061;CAECSAL;"CAFE Y/O BAR";"Seguro de Vida";2;"SEGURO DE VIDA Y SEPELIO";401;;;;12608.50;0.00;12608.50;44044/64;029404025401130716868954024010322026020000630425000000100000000012608507;"11/03/2026 13:19"
"11/03/2026 16:19:44";"Tapas pellegrini srl";30715669648;"Tapas pellegrini srl";"SAN NICOLAS";"Cajaraville 23";2900;FEHGRA;RESTAURANTE;"Fondo Convenio";3;"Fondo Convenio F.E.H.G.R.A.";5;;;;153325;14800.46;168125.46;3886917;029404134005130715669648027192132025120017666297000001914800460168125463;"11/03/2026 13:19"
"11/03/2026 16:21:33";"FEXSAP SRL";30716868954;TAMPER;"CIUDAD DE BUENOS AIRES";"PARAGUAY 1524";1061;CAECSAL;"CAFE Y/O BAR";"Fondo Convenio";3;"Fondo Convenio F.E.H.G.R.A.";5;;;;12608.50;0.00;12608.50;3886917;029404134005130716868954024010332026020000630425000000100000000012608502;"11/03/2026 13:21"
"11/03/2026 18:03:31";"Tapas pellegrini srl";30715669648;"Tapas pellegrini srl";"SAN NICOLAS";"Cajaraville 23";2900;FEHGRA;RESTAURANTE;"Cuota Sindical";4;"Cuota Sindical San Nicolás";390;;;;297363.00;0.00;297363.00;4820036671;029404410390130715669648027192142026020011894520000001700000000297363008;"11/03/2026 15:03"
"11/03/2026 18:03:39";"CRECER ONLINE";20303762117;"TEST COMEDOR";"AVELLANEDA-LOMAS DE ZAMORA";"JOSE HERNANDEZ 3541";1757;FADAPH;PARRILLA;"Seguro de Vida";2;"SEGURO DE VIDA Y SEPELIO";401;Total;1234;;12121;212.00;12333.00;44044/64;029404025401200000000000027187920001234000000000000000000212000012333000;"11/03/2026 15:03"
"11/03/2026 18:04:04";"TOMACAFE SRL";30717879550;AMINA;"CIUDAD DE BUENOS AIRES";"PEDRAZA MANUELA 1741";1001;CAECSAL;RESTAURANTE;"Cuota Sindical";4;"Cuota Sindical CABA";458;;;;195635.08;0.00;195635.08;19026/48;029404147458130717879550025454642026020007825403000001400000000195635082;"11/03/2026 15:04"
"11/03/2026 18:05:07";"arcis sas";30717512673;"ARCIS SAS";TUCUMAN;"SALTA 392";4000;UTHGRA;ADMINISTRACION;"Cuota Sindical";4;"Cuota Sindical Tucumán";285;;;;99406.07;0.00;99406.07;4810116752;029404535285130717512673027191742026020003976243000000600000000099406077;"11/03/2026 15:05"
"11/03/2026 18:05:45";"Tapas pellegrini srl";30715669648;"Tapas pellegrini srl";"SAN NICOLAS";"Cajaraville 23";2900;FEHGRA;RESTAURANTE;"Seguro de Vida";2;"SEGURO DE VIDA Y SEPELIO";401;;;;237885.00;0.00;237885.00;44044/64;029404025401130715669648027192122026020011894250000001700000000237885000;"11/03/2026 15:05"
"11/03/2026 18:06:05";"TOMACAFE SRL";30717879550;AMINA;"CIUDAD DE BUENOS AIRES";"PEDRAZA MANUELA 1741";1001;CAECSAL;RESTAURANTE;"Seguro de Vida";2;"SEGURO DE VIDA Y SEPELIO";401;;;;156508.06;0.00;156508.06;44044/64;029404025401130717879550025454622026020007825403000001400000000156508067;"11/03/2026 15:05"
"11/03/2026 18:06:17";"MARTIN VARELA MOYANO Y NANCY SABINA SITTMANN SH";33710037189;"CLUB SUECO";"CIUDAD DE BUENOS AIRES";"AZOPARDO 1428";1107;CAECSAL;RESTAURANTE;"Seguro de Vida";2;"SEGURO DE VIDA Y SEPELIO";401;;;;117864.34;0.00;117864.34;44044/64;029404025401133710037189012620322026020005893217000000400000000117864349;"11/03/2026 15:06"
"11/03/2026 18:06:25";"BORRONI CLAUDIA FABIANA";27135827636;"BORRONI CLAUDIA FABIANA";;"VELEZ SARSFIELD 58";9400;FEHGRA;"HOTEL 3 ESTRELLAS";"Seguro de Vida";2;"SEGURO DE VIDA Y SEPELIO";401;;;;2201407.26;226760357.63;228961764.89;44044/64;029404025401127135827636027192822025020011007036000000722676035763228961764898;"11/03/2026 15:06"
"11/03/2026 18:06:41";"BIBILONI LEANDRO, GARCIA MARIO A Y CORTEZ G SH";30710717237;"EL BUEN GOURMET";"CIUDAD DE BUENOS AIRES";"CHARCAS 4063";1425;CAECSAL;RESTAURANTE;"Cuota Sindical";4;"Cuota Sindical CABA";458;;;;41910.78;0.00;41910.78;19026/48;029404147458130710717237014426742026020001676431000000200000000041910785;"11/03/2026 15:06"
"11/03/2026 18:06:43";"TOMACAFE SRL";30717879550;AMINA;"CIUDAD DE BUENOS AIRES";"PEDRAZA MANUELA 1741";1001;CAECSAL;RESTAURANTE;"Fondo Convenio";3;"Fondo Convenio F.E.H.G.R.A.";5;;;;156508.06;0.00;156508.06;3886917;029404134005130717879550025454632026020007825403000001400000000156508062;"11/03/2026 15:06"
"11/03/2026 18:06:46";"Tapas pellegrini srl";30715669648;"Tapas pellegrini srl";"SAN NICOLAS";"Cajaraville 23";2900;FEHGRA;RESTAURANTE;"Fondo Convenio";3;"Fondo Convenio F.E.H.G.R.A.";5;;;;237890.42;0.00;237890.42;3886917;029404134005130715669648027192132026020011894521000001700000000237890422;"11/03/2026 15:06"
"11/03/2026 18:06:59";"arcis sas";30717512673;"SUSHI X 2";TUCUMAN;"SALTA 392";4000;UTHGRA;ADMINISTRACION;"Seguro de Vida";2;"SEGURO DE VIDA Y SEPELIO";401;;;;79524.86;0.00;79524.86;44044/64;029404025401130717512673027191722026020003976243000000600000000079524866;"11/03/2026 15:06"
"11/03/2026 18:07:19";"LOBIANCO CARLOS DAVID";20293208477;"LOBIANCO CARLOS DAVID";"SAN PEDRO";"25 DE MAYOS 999";2930;FEHGRA;"RESTO BAR";"Contribución Solidaria";9;"Contribución Solidaria San Nicolás";391;;;;39098.16;0.00;39098.16;482142932/9;029404410391120293208477027193192026020001954908000000300000000039098167;"11/03/2026 15:07"
"11/03/2026 18:07:41";"arcis sas";30717512673;"SUSHI X 2";TUCUMAN;"SALTA 392";4000;UTHGRA;ADMINISTRACION;"Fondo Convenio";3;"Fondo Convenio UHRCByA - Tucum?n";80;;;;79524.86;0.00;79524.86;48100696/10;029404109080130717512673027191732026020003976243000000600000000079524860;"11/03/2026 15:07"
"11/03/2026 18:07:55";"ON TAP RETIRO SRL";30715513249;"ON TAP";"CIUDAD DE BUENOS AIRES";"ALVEAR MARCELO T DE 834";1058;CAECSAL;RESTAURANTE;"Contribución Solidaria";9;"Contribución Solidaria CABA";459;;;;78779.16;0.00;78779.16;19026/48;029404147459130715513249021836692026020003938958000000500000000078779168;"11/03/2026 15:07"
"11/03/2026 18:08:03";"SIMENTIENDES COCINA SRL";30714548553;"SIMENTIENDES COCINA SRL";QUILMES;"COLON 242";1878;FEHGRA;RESTAURANTE;"Cuota Sindical";4;"Cuota Sindical Quilmes";550;Total;455164;;422723;0.00;422723.00;182192/29;029404041550200000000000027192740455164000000000000000000000000422723000;"11/03/2026 15:07"
"11/03/2026 18:08:05";"LOBIANCO CARLOS DAVID";20293208477;"LOBIANCO CARLOS DAVID";"SAN PEDRO";"25 DE MAYOS 999";2930;FEHGRA;"RESTO BAR";"Seguro de Vida";2;"SEGURO DE VIDA Y SEPELIO";401;;;;39098.16;0.00;39098.16;44044/64;029404025401120293208477027193122026020001954908000000300000000039098165;"11/03/2026 15:08"
"11/03/2026 18:08:15";"REAL S.R.L.";30712650806;"REAL S.R.L.";;"AVENIDA REPUBLICA ARGENTINA 1260";3370;FEHGRA;"CAFE Y/O BAR";"Seguro de Vida";2;"SEGURO DE VIDA Y SEPELIO";401;;;;331451.10;0.00;331451.10;44044/64;029404025401130712650806027193622026020016572555000001400000000331451102;"11/03/2026 15:08"
"11/03/2026 18:08:36";"LOBIANCO CARLOS DAVID";20293208477;"LOBIANCO CARLOS DAVID";"SAN PEDRO";"25 DE MAYOS 999";2930;FEHGRA;"RESTO BAR";"Fondo Convenio";3;"Fondo Convenio F.E.H.G.R.A.";5;;;;39098.16;0.00;39098.16;3886917;029404134005120293208477027193132026020001954908000000300000000039098160;"11/03/2026 15:08"
"11/03/2026 18:09:02";"BORRONI CLAUDIA FABIANA";27135827636;"BORRONI CLAUDIA FABIANA";;"VELEZ SARSFIELD 58";9400;FEHGRA;"HOTEL 3 ESTRELLAS";"Cuota Sindical";4;"Cuota Sindical Rio Gallegos";210;;;;275175.90;0.00;275175.90;43310363/39;029404148210127135827636027192842026020011007036000000700000000275175907;"11/03/2026 15:09"
"11/03/2026 18:09:20";"REAL S.R.L.";30712650806;"REAL S.R.L.";;"AVENIDA REPUBLICA ARGENTINA 1260";3370;FEHGRA;"CAFE Y/O BAR";"Fondo Convenio";3;"Fondo Convenio F.E.H.G.R.A.";5;;;;331451.10;0.00;331451.10;3886917;029404134005130712650806027193632026020016572555000001400000000331451107;"11/03/2026 15:09"
"11/03/2026 18:09:27";"IL NOSTRO CAFE HERMANOS BAR PALERMO SRL";30717656454;"IL NOSTRO CAFFE";"CIUDAD DE BUENOS AIRES";"CABILDO AV 264";1001;CAECSAL;"CAFE Y/O BAR";"Contribución Solidaria";9;"Contribución Solidaria CABA";459;;;;45531.36;0.00;45531.36;19026/48;029404147459130717656454025300092026020002276568000000400000000045531368;"11/03/2026 15:09"
"11/03/2026 18:10:01";"Ferrucci S.A";30541930066;"Ferrucci S.A";;"Suipacha 964";1008;AHTra;"HOTEL 4 ESTRELLAS";"Seguro de Vida";2;"SEGURO DE VIDA Y SEPELIO";401;;;;1236851.90;0.00;1236851.90;44044/64;029404025401130541930066027193222026020061842595000004300000001236851903;"11/03/2026 15:09"
"11/03/2026 18:10:29";"HOTEL DIAZ VELEZ SRL";30544218375;"DIAZ VELEZ";"CIUDAD DE BUENOS AIRES";"DIAZ VELEZ AV 3557";1200;FADAPH;"ALBERG. TRANSITORIO";"Seguro de Vida";2;"SEGURO DE VIDA Y SEPELIO";401;;;;147580.24;0.00;147580.24;44044/64;029404025401130544218375000511022026020007379012000000400000000147580242;"11/03/2026 15:10"
"11/03/2026 18:10:53";"YAJOLA SOCIEDAD ANONIMA S. A.";30708653191;"HOTEL SAINT GEORGE";;"CORDOBA 148";3370;FEHGRA;HOTEL;"Cuota Sindical";4;"Cuota Sindical Puerto Iguazú";200;;;;3559957.98;0.00;3559957.98;41510126/02;029404142200130708653191027193842026020142398319000009400000003559957986;"11/03/2026 15:10"
